ensembl,symbol,pearson_z,empirical_p,n_co_measured,class,kd_cd4_abs,kd_k562_ontarget_abs,min_kd_rank,well_powered,k562_cells,donor_robust,program
ENSG00000128585,MKLN1,0.0342,0.0033,6740,intermediate,13.958,0.632,0.7397,True,150,False,
ENSG00000120727,PAIP2,0.0342,0.0167,6740,intermediate,11.699,0.839,0.632,True,311,False,
ENSG00000105355,PLIN3,0.0342,0.0067,6740,intermediate,9.488,0.684,0.4976,False,171,False,
ENSG00000101310,SEC23B,0.0341,0.0567,6740,intermediate,16.63,0.458,0.5064,True,280,False,
ENSG00000278535,DHRS11,0.0341,0.0033,6739,intermediate,6.58,0.386,0.275,False,188,False,
ENSG00000137364,TPMT,0.0341,0.1133,6738,intermediate,16.715,0.494,0.566,True,127,False,
ENSG00000169972,PUSL1,0.0341,0.01,6740,intermediate,9.793,0.338,0.2663,False,185,False,
ENSG00000127586,CHTF18,0.0341,0.2867,6739,intermediate,4.473,0.249,0.0668,False,235,True,
ENSG00000072864,NDE1,0.0341,0.0033,6740,intermediate,25.824,0.233,0.0829,False,152,False,
ENSG00000146083,RNF44,0.034,0.2033,6740,intermediate,8.832,0.034,0.0082,False,176,False,
ENSG00000234616,JRK,0.034,0.1867,6736,intermediate,5.907,0.186,0.0515,False,406,False,
ENSG00000004534,RBM6,0.034,0.01,6740,intermediate,13.986,0.752,0.7417,True,187,False,
ENSG00000084070,SMAP2,0.0339,0.1367,6740,intermediate,33.851,0.405,0.4072,False,303,True,
ENSG00000175643,RMI2,0.0339,0.0633,6740,intermediate,5.352,0.421,0.1559,False,218,False,
ENSG00000148154,UGCG,0.0339,0.0433,6740,intermediate,11.617,0.473,0.5302,True,141,False,
ENSG00000092020,PPP2R3C,0.0339,0.1067,6740,intermediate,11.833,0.54,0.633,True,137,True,
ENSG00000100116,GCAT,0.0339,0.01,6740,intermediate,5.916,0.69,0.2134,False,254,False,
ENSG00000096092,TMEM14A,0.0339,0.03,6740,intermediate,12.066,0.584,0.6485,True,125,False,
ENSG00000224531,SMIM13,0.0339,0.0967,6739,intermediate,10.705,0.408,0.414,False,240,False,
ENSG00000140521,POLG,0.0339,0.2133,6740,intermediate,10.143,0.368,0.3321,False,240,True,
ENSG00000137804,NUSAP1,0.0339,0.0967,6740,intermediate,13.389,0.68,0.7145,True,206,True,
ENSG00000170540,ARL6IP1,0.0338,0.1567,6740,intermediate,19.558,0.595,0.7024,True,305,True,
ENSG00000161671,EMC10,0.0337,0.04,6740,intermediate,15.496,0.556,0.6568,True,187,False,
ENSG00000002834,LASP1,0.0337,0.0067,6740,intermediate,26.097,0.467,0.5215,True,249,False,
ENSG00000126107,HECTD3,0.0337,0.2167,6738,intermediate,11.068,0.278,0.1433,False,249,True,
ENSG00000148337,CIZ1,0.0337,0.08,6740,intermediate,6.459,0.728,0.2625,False,262,False,
ENSG00000005486,RHBDD2,0.0337,0.0133,6740,intermediate,7.151,0.3,0.1852,False,387,False,
ENSG00000079819,EPB41L2,0.0336,0.0633,6736,intermediate,5.871,0.749,0.2084,False,299,False,
ENSG00000176209,SMIM19,0.0336,0.0267,6739,intermediate,24.787,0.558,0.6581,True,199,False,
ENSG00000152133,GPATCH11,0.0336,0.0367,6740,intermediate,6.853,0.506,0.299,False,136,False,
ENSG00000180776,ZDHHC20,0.0336,0.02,6738,intermediate,22.619,0.325,0.2395,False,148,False,
ENSG00000198924,DCLRE1A,0.0336,0.1233,6740,intermediate,10.229,0.267,0.1271,False,153,True,
ENSG00000166136,NDUFB8,0.0336,0.0033,6740,intermediate,17.259,1.208,0.8455,True,340,False,
ENSG00000169180,XPO6,0.0336,0.1067,6740,intermediate,11.731,0.613,0.6335,True,201,True,
ENSG00000151502,VPS26B,0.0336,0.22,6740,intermediate,16.32,0.502,0.5793,True,177,False,
ENSG00000114631,PODXL2,0.0336,0.0133,6740,intermediate,5.707,0.739,0.191,False,155,False,
ENSG00000105701,FKBP8,0.0335,0.0567,6740,intermediate,17.047,0.891,0.8406,True,135,True,
ENSG00000134851,TMEM165,0.0335,0.0133,6740,intermediate,9.496,0.747,0.4984,False,135,False,
ENSG00000092531,SNAP23,0.0335,0.1667,6740,intermediate,10.184,0.661,0.5449,True,83,True,
ENSG00000124299,PEPD,0.0334,0.1033,6739,intermediate,12.346,0.537,0.6291,True,224,False,
ENSG00000120784,ZFP30,0.0334,0.0133,6740,intermediate,7.778,,0.3762,False,120,False,
ENSG00000143499,SMYD2,0.0334,0.0767,6740,intermediate,10.514,0.517,0.5641,True,205,False,
ENSG00000171606,ZNF274,0.0334,0.0267,6740,intermediate,6.137,0.057,0.0113,False,75,True,
ENSG00000182185,RAD51B,0.0334,0.1533,6740,intermediate,8.115,,0.3985,False,40,True,
ENSG00000099956,SMARCB1,0.0334,0.0133,6740,intermediate,9.378,0.425,0.4449,False,431,True,
ENSG00000175115,PACS1,0.0334,0.01,6738,intermediate,15.006,0.319,0.2255,False,334,False,
ENSG00000093010,COMT,0.0334,0.0033,6739,intermediate,13.436,1.757,0.7161,True,67,False,
ENSG00000090266,NDUFB2,0.0334,0.0467,6740,intermediate,17.041,1.432,0.8403,True,126,True,
ENSG00000023330,ALAS1,0.0333,0.0833,6740,intermediate,4.66,0.432,0.086,False,108,True,
ENSG00000119599,DCAF4,0.0333,0.0133,6740,intermediate,8.284,0.255,0.1077,False,154,True,
ENSG00000159335,PTMS,0.0333,0.01,6739,intermediate,4.572,0.966,0.0769,False,186,False,
ENSG00000136936,XPA,0.0333,0.0233,6740,intermediate,15.05,0.57,0.6724,True,198,False,
ENSG00000183621,ZNF438,0.0333,0.1733,6740,intermediate,4.605,,0.081,False,311,False,
ENSG00000167904,TMEM68,0.0333,0.0033,6740,intermediate,20.058,0.356,0.3048,False,169,False,
ENSG00000129003,VPS13C,0.0332,0.0633,6740,intermediate,14.765,0.73,0.7726,True,368,False,
ENSG00000110075,PPP6R3,0.0332,0.0833,6740,intermediate,32.661,0.548,0.6448,True,222,False,
ENSG00000102007,PLP2,0.0332,0.03,6740,intermediate,12.002,0.756,0.6455,True,178,False,
ENSG00000198001,IRAK4,0.0332,0.03,6740,intermediate,12.981,0.421,0.4391,False,214,False,
ENSG00000103494,RPGRIP1L,0.0332,0.0333,6740,intermediate,4.037,0.306,0.0429,False,150,False,
ENSG00000101150,TPD52L2,0.0332,0.0167,6740,intermediate,19.553,0.572,0.6759,True,240,False,
ENSG00000168496,FEN1,0.0331,0.04,6739,intermediate,7.943,0.82,0.3866,False,320,False,
ENSG00000102910,LONP2,0.0331,0.0367,6740,intermediate,26.513,0.282,0.151,False,391,False,
ENSG00000134575,ACP2,0.0331,0.0133,6739,intermediate,15.806,0.264,0.121,False,57,False,
ENSG00000121957,GPSM2,0.0331,0.0267,6740,intermediate,8.644,0.219,0.0718,False,242,False,
ENSG00000100335,MIEF1,0.0331,0.0967,6740,intermediate,10.314,0.653,0.5516,True,119,False,
ENSG00000111530,CAND1,0.0331,0.01,6740,intermediate,30.867,0.926,0.9041,True,59,True,
ENSG00000020256,ZFP64,0.0331,0.0667,6740,intermediate,8.176,,0.403,False,181,False,
ENSG00000114796,KLHL24,0.0331,0.0033,6740,intermediate,7.83,0.335,0.2572,False,286,False,
ENSG00000165948,IFI27L1,0.0331,0.35,6740,intermediate,7.752,0.577,0.3746,False,71,True,
ENSG00000182134,TDRKH,0.0331,0.15,6736,intermediate,6.439,,0.2603,False,196,False,
ENSG00000125821,DTD1,0.033,0.0467,6740,intermediate,12.364,0.816,0.6654,True,286,False,
ENSG00000188243,COMMD6,0.033,0.0167,6736,intermediate,18.301,0.552,0.6515,True,419,False,
ENSG00000151292,CSNK1G3,0.033,0.0,6738,intermediate,6.434,0.395,0.2599,False,265,False,
ENSG00000172115,CYCS,0.0329,0.0067,6740,intermediate,5.325,1.661,0.1533,False,220,False,
ENSG00000072062,PRKACA,0.0329,0.01,6740,intermediate,27.528,0.382,0.3621,False,64,False,
ENSG00000182093,GET1,0.0329,0.02,6740,intermediate,4.406,0.276,0.0618,False,142,True,
ENSG00000148334,PTGES2,0.0329,0.08,6740,intermediate,13.933,0.88,0.7397,True,270,False,
ENSG00000143570,SLC39A1,0.0329,0.0767,6740,intermediate,14.696,0.543,0.6355,True,203,False,
ENSG00000179262,RAD23A,0.0329,0.0433,6740,intermediate,24.885,1.037,0.9291,True,200,True,
ENSG00000128228,SDF2L1,0.0329,0.04,6740,intermediate,17.942,1.207,0.8634,True,82,False,
ENSG00000196943,NOP9,0.0329,0.0333,6740,intermediate,2.823,0.294,0.017,False,137,False,
ENSG00000134970,TMED7,0.0328,0.03,6740,intermediate,12.426,0.529,0.6177,True,368,False,
ENSG00000198168,SVIP,0.0328,0.1267,6740,intermediate,8.825,0.361,0.3178,False,240,False,
ENSG00000243667,DNAAF10,0.0328,0.28,6740,intermediate,1.696,0.358,0.0086,False,138,False,
ENSG00000189007,ADAT2,0.0328,0.1033,6740,intermediate,7.226,0.416,0.3312,False,175,True,
ENSG00000132825,PPP1R3D,0.0328,0.1567,6740,intermediate,5.578,,0.18,False,166,False,
ENSG00000139990,DCAF5,0.0328,0.0167,6739,intermediate,17.118,0.315,0.2181,False,336,True,
ENSG00000103365,GGA2,0.0327,0.06,6733,intermediate,18.878,0.536,0.6271,True,198,False,
ENSG00000110074,FOXRED1,0.0327,0.0967,6739,intermediate,9.137,0.55,0.4731,False,242,False,
ENSG00000085832,EPS15,0.0327,0.0167,6740,intermediate,14.442,0.798,0.7593,True,193,False,
ENSG00000101474,APMAP,0.0327,0.0033,6735,intermediate,15.061,0.513,0.5962,True,217,False,
ENSG00000270647,TAF15,0.0327,0.03,6739,intermediate,11.181,0.885,0.6059,True,282,False,
ENSG00000198824,CHAMP1,0.0326,0.0033,6738,intermediate,17.504,0.644,0.7503,True,212,False,
ENSG00000182150,ERCC6L2,0.0326,0.2,6740,intermediate,13.888,0.387,0.3709,False,96,True,
ENSG00000170836,PPM1D,0.0326,0.33,6740,intermediate,8.357,0.24,0.0891,False,78,True,
ENSG00000178980,SELENOW,0.0326,0.1033,6740,intermediate,25.784,0.77,0.8328,True,80,False,
ENSG00000196152,ZNF79,0.0326,0.0367,6740,intermediate,5.124,,0.1355,False,158,False,
ENSG00000163516,ANKZF1,0.0326,0.0567,6740,intermediate,6.684,0.436,0.2859,False,252,False,
ENSG00000116455,WDR77,0.0326,0.0233,6740,intermediate,6.96,0.52,0.3073,False,57,False,
ENSG00000137509,PRCP,0.0325,0.1233,6740,intermediate,10.314,0.446,0.4849,False,372,True,
ENSG00000008282,SYPL1,0.0325,0.0433,6739,intermediate,8.516,0.726,0.4291,False,301,False,
ENSG00000174306,ZHX3,0.0325,0.2167,6740,intermediate,5.805,0.3,0.1855,False,261,True,
ENSG00000167136,ENDOG,0.0325,0.0167,6735,intermediate,12.306,0.615,0.6612,True,87,False,
ENSG00000152443,ZNF776,0.0325,0.21,6738,intermediate,3.083,,0.0195,False,138,True,
ENSG00000120306,CYSTM1,0.0325,0.0167,6737,intermediate,5.282,0.699,0.1495,False,214,False,
ENSG00000185246,PRPF39,0.0325,0.01,6740,intermediate,8.737,0.492,0.4447,False,88,True,
ENSG00000178425,NT5DC1,0.0324,0.03,6740,intermediate,15.458,0.488,0.5571,True,207,False,
ENSG00000104979,C19orf53,0.0324,0.0433,6734,intermediate,9.485,1.291,0.4974,False,363,False,
ENSG00000125779,PANK2,0.0324,0.0367,6740,intermediate,6.657,0.473,0.2834,False,311,False,
ENSG00000116266,STXBP3,0.0324,0.0567,6740,intermediate,10.948,0.478,0.5382,True,76,False,
ENSG00000108312,UBTF,0.0324,0.01,6739,intermediate,4.258,0.167,0.0433,False,511,False,
ENSG00000121350,PYROXD1,0.0324,0.1867,6740,intermediate,6.03,,0.2226,False,211,False,
ENSG00000138796,HADH,0.0324,0.01,6740,intermediate,13.983,0.687,0.7415,True,183,False,
ENSG00000111615,KRR1,0.0324,0.13,6740,intermediate,4.948,0.771,0.1213,False,262,False,
ENSG00000142864,SERBP1,0.0324,0.1767,6740,intermediate,4.893,2.397,0.1152,False,278,True,
ENSG00000181852,RNF41,0.0323,0.1467,6740,intermediate,11.082,0.483,0.5467,True,257,True,
ENSG00000214253,FIS1,0.0323,0.0167,6740,intermediate,8.796,0.396,0.3891,False,226,False,
ENSG00000176105,YES1,0.0323,0.01,6735,intermediate,10.87,0.601,0.5853,True,283,True,
ENSG00000007264,MATK,0.0323,0.0433,6738,intermediate,9.842,0.811,0.5232,True,158,False,
ENSG00000130544,ZNF557,0.0323,0.0267,6740,intermediate,10.841,,0.5817,False,184,False,
ENSG00000128050,PAICS,0.0323,0.1133,6734,intermediate,6.673,1.417,0.2845,False,147,True,
ENSG00000127445,PIN1,0.0323,0.0467,6740,intermediate,4.872,1.038,0.1114,False,37,False,
ENSG00000125648,SLC25A23,0.0322,0.0467,6740,intermediate,10.22,0.692,0.5469,True,288,False,
ENSG00000156170,NDUFAF6,0.0322,0.01,6740,intermediate,10.939,0.55,0.5892,True,131,True,
ENSG00000145022,TCTA,0.0321,0.12,6740,intermediate,6.795,,0.2945,False,214,False,
ENSG00000183161,FANCF,0.0321,0.2667,6739,intermediate,8.265,0.382,0.3612,False,85,True,
ENSG00000107625,DDX50,0.0321,0.02,6740,intermediate,15.019,0.699,0.7806,True,259,False,
ENSG00000131653,TRAF7,0.0321,0.0633,6740,intermediate,5.687,0.359,0.1893,False,374,False,
ENSG00000265972,TXNIP,0.0321,0.1167,6740,intermediate,11.665,0.662,0.6304,True,100,True,
ENSG00000181896,ZNF101,0.0321,0.2133,6740,intermediate,6.112,,0.2305,False,219,False,
ENSG00000136877,FPGS,0.0321,0.16,6740,intermediate,11.223,0.385,0.3667,False,53,True,
ENSG00000165997,ARL5B,0.0321,0.0367,6740,intermediate,6.952,0.424,0.3067,False,189,True,
ENSG00000149231,CCDC82,0.0321,0.0,6740,intermediate,13.992,0.406,0.4074,False,225,False,
ENSG00000121931,LRIF1,0.032,0.04,6740,intermediate,15.529,0.421,0.4374,False,72,False,
ENSG00000162714,ZNF496,0.032,0.0333,6740,intermediate,4.392,0.403,0.0609,False,148,False,
ENSG00000179152,TCAIM,0.032,0.01,6740,intermediate,12.852,0.483,0.5469,True,182,False,
ENSG00000141098,GFOD2,0.032,0.1133,6740,intermediate,10.005,0.295,0.1746,False,276,False,
ENSG00000135245,HILPDA,0.032,0.1967,6738,intermediate,4.667,0.478,0.0871,False,83,False,
ENSG00000189266,PNRC2,0.032,0.03,6740,intermediate,29.986,0.792,0.8449,True,101,False,
ENSG00000079691,CARMIL1,0.0319,0.02,6740,intermediate,5.798,0.356,0.2007,False,24,False,
ENSG00000095261,PSMD5,0.0319,0.07,6740,intermediate,5.813,0.885,0.2024,False,190,False,
ENSG00000175575,PAAF1,0.0319,0.0033,6740,intermediate,10.667,0.46,0.5095,True,94,False,
ENSG00000159128,IFNGR2,0.0319,0.02,6740,intermediate,5.494,0.589,0.1697,False,295,True,
ENSG00000135870,RC3H1,0.0319,0.1633,6740,intermediate,16.692,0.406,0.4078,False,72,True,
ENSG00000130748,TMEM160,0.0319,0.1967,6740,intermediate,8.433,1.189,0.422,False,381,False,
ENSG00000116017,ARID3A,0.0319,0.0333,6740,intermediate,8.282,0.769,0.4091,False,54,False,
ENSG00000174437,ATP2A2,0.0318,0.36,6740,intermediate,10.057,0.641,0.5366,True,297,True,
ENSG00000164649,CDCA7L,0.0318,0.0233,6740,intermediate,14.284,0.607,0.7123,True,101,False,
ENSG00000123154,WDR83,0.0318,0.0533,6740,intermediate,7.513,0.232,0.082,False,262,False,
ENSG00000126804,ZBTB1,0.0318,0.09,6740,intermediate,18.421,0.28,0.147,False,283,True,
ENSG00000213516,RBMXL1,0.0318,0.01,6740,intermediate,6.596,0.431,0.2764,False,132,False,
ENSG00000106346,USP42,0.0318,0.01,6740,intermediate,8.488,0.397,0.3903,False,151,False,
ENSG00000143198,MGST3,0.0318,0.04,6737,intermediate,10.009,0.955,0.5343,True,120,False,
ENSG00000174227,PIGG,0.0317,0.0267,6740,intermediate,9.92,0.32,0.2281,False,194,False,
ENSG00000170248,PDCD6IP,0.0317,0.06,6739,intermediate,13.614,0.969,0.7234,True,597,False,
ENSG00000037757,MRI1,0.0317,0.0,6740,intermediate,9.525,0.293,0.1712,False,109,False,
ENSG00000180185,FAHD1,0.0317,0.0033,6740,intermediate,8.595,0.292,0.1677,False,218,False,
ENSG00000147669,POLR2K,0.0317,0.0667,6740,intermediate,3.322,0.594,0.0236,False,20,False,
ENSG00000078808,SDF4,0.0317,0.0267,6740,intermediate,25.116,0.78,0.8374,True,163,False,
ENSG00000262919,CCNQ,0.0317,0.13,6740,intermediate,6.625,0.206,0.0642,False,151,True,
ENSG00000164291,ARSK,0.0317,0.0167,6740,intermediate,4.415,0.346,0.0626,False,158,False,
ENSG00000085733,CTTN,0.0317,0.0233,6740,intermediate,0.497,0.648,0.0016,False,146,False,
ENSG00000125962,ARMCX5,0.0316,0.0333,6740,intermediate,5.182,,0.1405,False,134,False,
ENSG00000120685,PROSER1,0.0316,0.0833,6740,intermediate,19.913,0.465,0.5173,True,175,False,
ENSG00000112079,STK38,0.0316,0.01,6740,intermediate,19.96,0.424,0.4423,False,245,False,
ENSG00000166529,ZSCAN21,0.0316,0.0667,6739,intermediate,6.023,,0.2216,False,117,False,
ENSG00000168209,DDIT4,0.0316,0.0833,6740,intermediate,7.312,0.375,0.3388,False,172,True,
ENSG00000119414,PPP6C,0.0316,0.08,6740,intermediate,12.842,0.638,0.6894,True,240,True,
ENSG00000184164,CRELD2,0.0316,0.0633,6740,intermediate,8.075,0.445,0.3955,False,142,False,
ENSG00000102265,TIMP1,0.0316,0.06,6739,intermediate,8.594,0.403,0.4027,False,418,False,
ENSG00000108774,RAB5C,0.0316,0.04,6736,intermediate,22.349,0.567,0.6701,True,374,False,
ENSG00000143363,PRUNE1,0.0316,0.0233,6739,intermediate,17.11,0.312,0.2117,False,195,True,
ENSG00000140396,NCOA2,0.0315,0.0067,6729,intermediate,10.864,0.169,0.0442,False,201,False,
ENSG00000166333,ILK,0.0315,0.0467,6740,intermediate,7.001,0.41,0.3115,False,218,False,
ENSG00000156127,BATF,0.0315,0.27,6740,intermediate,5.459,,0.1664,False,235,True,
ENSG00000055147,FAM114A2,0.0315,0.03,6740,intermediate,12.324,0.345,0.2792,False,215,False,
ENSG00000114120,SLC25A36,0.0315,0.0367,6740,intermediate,6.539,0.685,0.2699,False,73,False,
ENSG00000134324,LPIN1,0.0315,0.0033,6740,intermediate,8.831,0.497,0.4515,False,124,False,
ENSG00000134644,PUM1,0.0315,0.2033,6740,intermediate,14.667,0.91,0.7681,True,206,False,
ENSG00000234127,TRIM26,0.0314,0.0133,6740,intermediate,8.299,0.326,0.2405,False,220,False,
ENSG00000130559,CAMSAP1,0.0314,0.2233,6740,intermediate,3.25,0.355,0.022,False,133,True,
ENSG00000168904,LRRC28,0.0314,0.0167,6740,intermediate,8.121,0.305,0.1966,False,173,False,
ENSG00000140612,SEC11A,0.0314,0.07,6740,intermediate,12.294,1.541,0.6604,True,329,False,
ENSG00000174373,RALGAPA1,0.0314,0.0233,6740,intermediate,10.497,0.446,0.4836,False,307,False,
ENSG00000090889,KIF4A,0.0314,0.0267,6738,intermediate,5.108,0.519,0.1342,False,299,False,
ENSG00000175782,SLC35E3,0.0314,0.05,6740,intermediate,9.648,0.507,0.5099,True,41,False,
ENSG00000105397,TYK2,0.0313,0.01,6740,intermediate,17.87,0.353,0.2965,False,144,True,
ENSG00000138386,NAB1,0.0313,0.1033,6740,intermediate,11.397,0.199,0.0595,False,153,False,
ENSG00000244754,N4BP2L2,0.0313,0.1067,6737,intermediate,17.502,1.039,0.8528,True,115,False,
ENSG00000172059,KLF11,0.0313,0.0167,6740,intermediate,8.605,0.181,0.048,False,335,False,
ENSG00000165304,MELK,0.0313,0.0167,6739,intermediate,10.048,0.335,0.2581,False,278,False,
ENSG00000168806,LCMT2,0.0313,0.01,6740,intermediate,9.566,,0.503,False,127,False,
ENSG00000124172,ATP5F1E,0.0312,0.0567,6740,intermediate,12.239,0.827,0.6577,True,25,True,
ENSG00000139668,WDFY2,0.0312,0.0033,6732,intermediate,11.551,0.451,0.4931,False,98,False,
ENSG00000119820,YIPF4,0.0312,0.0333,6740,intermediate,9.567,0.694,0.5034,True,204,False,
ENSG00000278540,ACACA,0.0312,0.03,6740,intermediate,10.126,0.673,0.5411,True,166,True,
ENSG00000134318,ROCK2,0.0312,0.03,6740,intermediate,15.189,0.769,0.7865,True,153,False,
ENSG00000160993,ALKBH4,0.0312,0.0333,6736,intermediate,9.302,0.357,0.3087,False,145,False,
ENSG00000184357,H1-5,0.0312,0.01,6740,intermediate,14.689,0.594,0.7013,True,220,False,
ENSG00000183735,TBK1,0.0312,0.16,6740,intermediate,13.877,0.477,0.5371,True,267,False,
ENSG00000130939,UBE4B,0.0312,0.0367,6740,intermediate,7.886,0.431,0.3816,False,195,False,
ENSG00000154845,PPP4R1,0.0311,0.0267,6740,intermediate,11.964,0.281,0.1482,False,50,False,
ENSG00000119772,DNMT3A,0.0311,0.2267,6740,intermediate,4.563,0.29,0.0754,False,102,False,
ENSG00000138029,HADHB,0.0311,0.0567,6740,intermediate,13.33,0.681,0.712,True,63,False,
ENSG00000068796,KIF2A,0.0311,0.02,6740,intermediate,20.414,1.141,0.9129,True,301,False,
ENSG00000204228,HSD17B8,0.031,0.2167,6740,intermediate,10.083,,0.5382,False,230,False,
ENSG00000070413,DGCR2,0.031,0.1033,6740,intermediate,6.538,0.541,0.2697,False,49,False,
ENSG00000137601,NEK1,0.031,0.15,6740,intermediate,9.631,0.482,0.5082,True,97,True,
ENSG00000198189,HSD17B11,0.031,0.07,6740,intermediate,15.924,0.625,0.7323,True,122,False,
ENSG00000117505,DR1,0.031,0.07,6738,intermediate,20.185,0.615,0.7217,True,287,True,
ENSG00000196961,AP2A1,0.031,0.0667,6740,intermediate,7.762,0.599,0.3754,False,90,True,
ENSG00000160606,TLCD1,0.031,0.0533,6740,intermediate,5.47,0.283,0.1531,False,309,False,
ENSG00000115365,LANCL1,0.031,0.0067,6740,intermediate,8.673,0.303,0.1917,False,246,False,
ENSG00000149782,PLCB3,0.031,0.18,6740,intermediate,6.942,,0.3059,False,98,False,
ENSG00000116199,FAM20B,0.031,0.1467,6740,intermediate,7.252,0.688,0.3346,False,122,True,
ENSG00000140941,MAP1LC3B,0.031,0.08,6740,intermediate,19.623,0.719,0.8027,True,163,True,
ENSG00000078902,TOLLIP,0.031,0.0767,6740,intermediate,7.789,0.359,0.3134,False,125,False,
ENSG00000072682,P4HA2,0.0309,0.0267,6740,intermediate,11.431,,0.6178,False,192,False,
ENSG00000111832,RWDD1,0.0309,0.1433,6739,intermediate,13.45,1.089,0.7167,True,181,False,
ENSG00000121060,TRIM25,0.0309,0.0167,6740,intermediate,19.573,0.467,0.5213,True,116,False,
ENSG00000100804,PSMB5,0.0309,0.11,6738,intermediate,14.201,1.047,0.7509,True,205,False,
ENSG00000142327,RNPEPL1,0.0309,0.1267,6738,intermediate,26.617,0.327,0.2439,False,104,False,
ENSG00000070366,SMG6,0.0309,0.0167,6740,intermediate,4.169,0.243,0.0474,False,173,False,
ENSG00000125991,ERGIC3,0.0309,0.01,6740,intermediate,31.073,0.857,0.8738,True,252,False,
ENSG00000187446,CHP1,0.0308,0.0233,6740,intermediate,19.167,0.471,0.526,True,157,False,
ENSG00000143322,ABL2,0.0308,0.1067,6740,intermediate,6.381,0.278,0.1451,False,460,False,
ENSG00000177352,CCDC71,0.0308,0.08,6740,intermediate,5.514,0.254,0.1071,False,157,False,
ENSG00000105393,BABAM1,0.0308,0.0067,6740,intermediate,21.656,0.785,0.8419,True,171,False,
ENSG00000101811,CSTF2,0.0308,0.0767,6739,intermediate,5.492,0.394,0.1693,False,167,False,
ENSG00000177225,GATD1,0.0308,0.05,6740,intermediate,11.53,0.387,0.3703,False,45,False,
ENSG00000065485,PDIA5,0.0308,0.0867,6739,intermediate,7.448,,0.349,False,318,False,
ENSG00000129347,KRI1,0.0308,0.02,6740,intermediate,5.199,0.493,0.1423,False,57,False,
ENSG00000111684,LPCAT3,0.0307,0.1333,6740,intermediate,6.131,0.281,0.1491,False,129,True,
ENSG00000105887,MTPN,0.0307,0.1467,6740,intermediate,13.667,1.205,0.7262,True,191,False,
ENSG00000135119,RNFT2,0.0307,0.1067,6740,intermediate,7.085,,0.3195,False,201,True,
ENSG00000064545,TMEM161A,0.0307,0.2567,6740,intermediate,8.888,0.593,0.4561,False,172,False,
ENSG00000175213,ZNF408,0.0307,0.0267,6740,intermediate,6.029,0.242,0.0909,False,177,False,
ENSG00000126453,BCL2L12,0.0307,0.02,6740,intermediate,14.774,0.892,0.7731,True,121,False,
ENSG00000083454,P2RX5,0.0306,0.05,6736,intermediate,6.238,0.296,0.1748,False,175,False,
ENSG00000173230,GOLGB1,0.0306,0.01,6740,intermediate,11.973,0.775,0.6441,True,118,False,
ENSG00000167004,PDIA3,0.0306,0.14,6740,intermediate,23.245,1.187,0.9451,True,120,False,
ENSG00000184903,IMMP2L,0.0306,0.0367,6740,intermediate,7.97,0.451,0.3883,False,175,False,
ENSG00000059588,TARBP1,0.0306,0.09,6739,intermediate,10.108,0.519,0.5393,True,335,False,
ENSG00000138448,ITGAV,0.0306,0.0167,6740,intermediate,7.975,0.354,0.3014,False,105,False,
ENSG00000113194,FAF2,0.0305,0.0833,6740,intermediate,6.495,0.683,0.2656,False,379,False,
ENSG00000148634,HERC4,0.0305,0.0167,6740,intermediate,5.959,0.46,0.2166,False,121,False,
ENSG00000166987,MBD6,0.0305,0.01,6740,intermediate,9.753,0.191,0.0549,False,233,False,
ENSG00000177917,ARL6IP6,0.0305,0.0133,6740,intermediate,7.749,0.288,0.1611,False,211,False,
ENSG00000116095,PLEKHA3,0.0305,0.0233,6740,intermediate,19.302,0.361,0.3176,False,219,False,
ENSG00000116678,LEPR,0.0305,0.0467,6738,intermediate,5.714,0.181,0.0484,False,217,False,
ENSG00000100580,TMED8,0.0305,0.0233,6740,intermediate,14.009,0.403,0.4025,False,156,False,
ENSG00000110060,PUS3,0.0305,0.0833,6740,intermediate,12.123,0.373,0.3416,False,128,False,
ENSG00000187049,TMEM216,0.0305,0.1,6740,intermediate,5.264,,0.148,False,308,False,
ENSG00000125843,AP5S1,0.0305,0.0467,6740,intermediate,6.255,0.269,0.131,False,130,False,
ENSG00000111271,ACAD10,0.0304,0.12,6740,intermediate,6.312,,0.2489,False,141,False,
ENSG00000101911,PRPS2,0.0304,0.19,6739,intermediate,2.698,0.321,0.0155,False,196,False,
ENSG00000187961,KLHL17,0.0304,0.19,6740,intermediate,6.012,0.248,0.0982,False,162,False,
ENSG00000091039,OSBPL8,0.0304,0.1667,6740,intermediate,27.382,1.008,0.9234,True,204,False,
ENSG00000110987,BCL7A,0.0304,0.0167,6740,intermediate,7.766,0.562,0.3757,False,220,False,
ENSG00000107872,FBXL15,0.0304,0.0433,6740,intermediate,15.263,0.307,0.2006,False,37,False,
ENSG00000183020,AP2A2,0.0304,0.06,6740,intermediate,12.724,0.328,0.2443,False,193,False,
ENSG00000102054,RBBP7,0.0303,0.0833,6740,intermediate,18.964,0.705,0.7956,True,136,False,
ENSG00000075702,WDR62,0.0303,0.03,6740,intermediate,11.984,0.314,0.2166,False,235,False,
ENSG00000140830,TXNL4B,0.0303,0.2267,6740,intermediate,5.764,0.284,0.1535,False,254,False,
ENSG00000124588,NQO2,0.0303,0.0133,6740,intermediate,15.619,0.549,0.6451,True,134,False,
ENSG00000161013,MGAT4B,0.0303,0.2167,6739,intermediate,12.309,0.532,0.6228,True,169,False,
